fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-1.4769709975933512,-0.6769491885550357,-0.7776308763332113,-0.39646342040773574,-0.8766749967229673,0.09025390327217095,0.27365376352012133,-1.0151522421372015,0.7273731050595158,-1.5729339338060138,0.8114358768295759,7
-0.7738323629084208,0.22576919766542541,-0.1991848656384825,-0.9451542297180535,-0.502390084751671,0.2655276544594651,-0.7629474142597231,-1.6335701614090776,0.46563702941621354,-0.8703253942418737,1.9546267905540153,7
-0.539452818013444,-0.075136931074728,-0.11654972125352119,-0.3768673200752245,9.088660784512792,1.4924439127705238,0.8390725877636729,0.2482822165903145,-0.4504392353353416,-0.07989078723221667,-0.9033504937570824,5
-0.6566425904609329,-0.576647145641651,0.048720567516401456,-1.0235386310480987,-0.45560447075525934,-0.20186901537331922,-0.9985385910278697,-1.4773032678296327,-0.843043348800295,2.203586966351238,0.8930923706670355,6
-1.8285403149358157,0.22576919766542541,-1.4387120314129012,-0.4356556210727585,-0.7831037687301432,0.09025390327217095,-0.9043021203206111,-1.1813936182855393,0.7273731050595158,-1.1338035965784266,1.0564053583419564,8
-0.6566425904609329,-0.17543897398811267,-0.36445515440840515,-0.8275776277229854,-0.12810517278037528,-0.026595264186025123,0.8626317054404875,-0.7491660402998239,1.2508452563461203,-0.519021124459804,0.8930923706670355,6
-0.3050732731184683,0.07531613329534842,1.28824773329082,0.9752636028680582,-0.502390084751671,1.2587455778541317,-0.03261476627846909,1.0861387523780188,-0.7121753109786438,0.44706561744088874,-1.3116329629443821,6
0.5152551340139498,0.025165111838656648,0.1313557119013623,-0.9451542297180535,0.38653658118015705,-0.2602935991024173,0.22653552816649203,-0.7558156953457648,-0.05783512187038815,-0.16771685467773423,0.15818392612989582,5
-0.6566425904609329,-0.8775532743818047,-0.44709029879336604,-0.9059620290530308,-1.1106030667050275,-0.4355673502897114,0.46212670493463853,-1.1148970678262042,0.073032915951263,1.3253262918960633,0.7297793829921162,6
-0.07069372822349153,0.6269773693189641,0.21399085628632364,0.48536109455527465,-0.7831037687301432,0.4992259893758572,-0.24464682536980092,-0.2903398421303816,0.5965050672378647,-1.221629664023944,1.178890099098145,7
0.16368581667148524,-0.576647145641651,-0.6123605875632887,0.5441493955528085,-0.8766749967229673,0.09025390327217095,-0.3860015314306888,-0.5895743191973899,-0.843043348800295,-1.309455731469461,1.6280008152041752,8
-1.2425914526983743,-0.17543897398811267,-0.2818200100234438,-0.74919322639294,-0.5491756987480831,2.3103880849778964,-0.22108770769298627,-1.2811384439745792,0.073032915951263,-0.9581514616873913,0.8114358768295759,4
-0.1878835006709794,-1.0781573602085737,-0.5297254431783274,-0.984346430383076,-0.6427469267409073,0.20710307073036702,0.2500946458433067,-0.5031288036002689,1.3817132941677714,0.2714134825498536,-0.0051290615450234585,5
1.5699630860413438,0.8275814551457328,-0.36445515440840515,0.23061179023262707,-0.502390084751671,0.09025390327217095,-0.3860015314306888,-0.0509522604767307,-0.1887031596920393,-1.309455731469461,1.2197183460168755,5
0.2808755891189731,1.9309039271929629,-0.7776308763332113,-0.08292581508755435,-0.08131955878396321,-1.428785273684378,-1.446161826887348,0.5142684184276921,0.1384669348620871,0.6227177523319238,-0.6583810122447035,5
-0.07069372822349153,-1.0781573602085737,-0.11654972125352119,-0.984346430383076,-0.2684620147696111,-0.026595264186025123,-0.7629474142597231,-1.2611894788367564,-0.1887031596920393,1.5009784267870985,1.2197183460168755,5
0.398065361566462,-1.4793655318621122,1.0403423001359364,-1.0039425307155876,-0.08131955878396321,0.7329243242922493,-0.6451518258756499,-0.9253818990170917,-1.4319495189977238,-0.3433689895687689,0.48480990147973585,5
0.398065361566462,-0.17543897398811267,0.544531433826169,-0.024137514090020358,0.059037283205272954,0.9666226592086415,0.7919543524100435,0.5574911762262525,-0.05783512187038815,0.35923954999537117,-0.8216939999196228,6
-0.7738323629084208,0.025165111838656648,1.4535180220607424,0.28940009123016125,0.4801078091729811,0.7913489080213474,1.5929643534217417,0.5142684184276921,-0.05783512187038815,0.2714134825498536,-0.9033504937570824,5
-1.0082119078033975,-0.376043059814882,-0.5297254431783274,-0.8863659287205193,0.10582289720168502,0.2655276544594651,0.7448361170564143,-0.0842005357063983,2.9521297480275854,0.44706561744088874,-0.4134115307323231,7
-0.539452818013444,-0.47634510272826636,0.1313557119013623,0.7597064992104335,-0.174890786776787,1.0834718266668375,0.03806258675197485,0.8799994459540725,0.2693349726837383,-0.16771685467773423,-1.0666634814320033,5
-1.2425914526983743,-0.8775532743818047,-0.033914576868559865,-0.4356556210727585,-0.3620332427624352,0.7913489080213474,-0.12685123698572767,-0.9918784494764268,-0.1887031596920393,-0.6068471919053215,0.6481228891546565,7
0.7496346789089267,-1.1784594031219584,0.37926114505624625,1.2300129071907056,-0.12810517278037528,2.0474774581969553,0.5799222933187117,0.9996932367808611,-0.25413717860286633,2.9061955059153775,-0.0867855553824831,7
0.5152551340139498,-0.376043059814882,0.048720567516401456,1.759107616168512,0.19939412519450914,0.14867848700126898,0.8390725877636729,1.4119718496287907,-1.039345405532773,-0.6068471919053215,-1.2299764691069224,6
-0.07069372822349153,-0.8775532743818047,3.106220909759967,2.1706257231512502,-0.174890786776787,-0.8445394363933977,-0.574474472845206,1.2590297835722977,-2.2171577459276306,0.09576134765881847,-0.8216939999196228,6
0.16368581667148524,-1.4793655318621122,0.296626000671285,1.2594070576894725,-0.174890786776787,0.031829319543072915,-0.7865065319365379,0.5840897964099793,-0.9084773677111221,0.5348916848864063,0.15818392612989582,6
0.7496346789089267,-0.8775532743818047,1.28824773329082,-0.9059620290530308,0.43332219517656906,-0.9613886038515937,-0.6687109435524645,0.18178566613097932,0.923675161791994,-0.43119505701428645,-0.49506802456978277,5
1.5699630860413438,-0.9778553172951894,0.37926114505624625,-1.0431347313806103,-0.2684620147696111,0.3239522381885631,-1.0927750617351282,-1.1414956880099678,-2.0208556891951552,0.9740220221139931,1.2197183460168755,6
0.04649604422399737,-0.2757410169014973,-0.6123605875632887,-0.23969461774764506,-1.0170318387122033,0.031829319543072915,-0.07973300163209839,0.2482822165903145,-0.1887031596920393,2.027934831460203,0.15818392612989582,7
-0.1878835006709794,-0.47634510272826636,0.7098017225960911,0.9360714022030353,0.059037283205272954,0.9666226592086415,0.7683952347332289,1.1725842679751768,2.2977895589193293,2.203586966351238,-0.0867855553824831,5
-1.0082119078033975,0.025165111838656648,-0.6949957319482499,-0.9059620290530308,-0.174890786776787,-1.6040590248716722,-0.7158291789060939,-0.3834350127734435,-0.7121753109786438,0.5348916848864063,-1.2299764691069224,5
0.2808755891189731,-0.77725123146842,0.6271665782111298,-0.8471737280554968,0.38653658118015705,-0.6692656852061035,0.6505996463491557,0.2482822165903145,1.9051854454543762,1.1496741570050282,-0.0051290615450234585,6
-1.2425914526983743,0.5266753264055793,-0.8602660207181724,-0.27888681841266777,0.339750967183745,-0.37714276656061335,-0.7629474142597231,0.17513601108503843,-0.38500521642451746,0.2714134825498536,-1.2299764691069224,5
-1.359781225145862,-0.576647145641651,-0.6949957319482499,-1.0431347313806103,0.19939412519450914,3.5957289270180532,0.8626317054404875,-1.0184770696601535,1.643449369811074,1.1496741570050282,0.48480990147973585,6
0.6324449064614388,0.7272794122323482,-0.1991848656384825,2.258808174647551,0.7608214931514532,0.38237682191766115,1.1453411175622632,2.0436890789925486,0.5310710483270406,1.3253262918960633,-1.1483199752694628,5
-0.07069372822349153,-0.8775532743818047,3.106220909759967,2.1706257231512502,-0.174890786776787,-0.8445394363933977,-0.574474472845206,1.2590297835722977,-2.2171577459276306,0.09576134765881847,-0.8216939999196228,6
0.04649604422399737,-1.3790634889487274,0.37926114505624625,-1.0627308317131214,-0.22167640077319906,-0.7861148526642996,-1.3519253561800895,-1.204667410946314,-1.039345405532773,0.44706561744088874,0.7297793829921162,6
-0.07069372822349153,-0.376043059814882,0.048720567516401456,-0.3572712197427132,-0.6427469267409073,0.09025390327217095,-0.07973300163209839,-0.44993156323277866,0.073032915951263,-0.8703253942418737,0.07652743229243619,5
0.16368581667148524,-1.5796675747754967,-0.44709029879336604,-0.024137514090020358,0.5268934231693932,-1.0782377713097897,-0.8336247672901671,0.5475166936573597,2.036053483276027,-0.43119505701428645,-0.7400375060821631,5
